Id,Clean_Status__c,Delete_Reason__c
0033j000041AH7TAAW,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHBLAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHBfAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH8vAAG,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH59AAG,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHDWAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHHYAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHFiAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHIbAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHF8AAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH9FAAW,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHCxAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHFXAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH2UAAW,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH5wAAG,Review,"Potential Account Match: FPI Management (HQ)"
0033j00003gUKXRAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHDbAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH54AAG,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHEfAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHICAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHIWAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH5YAAW,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH61AAG,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH7sAAG,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHAIAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHBaAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHDRAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHEAAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHG6AAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHH9AAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHHTAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j00003OQnFDAA1,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHI2AAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHCoAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHBkAAO,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH6HAAW,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH9GAAW,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHCYAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHEPAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AHFOAA4,Review,"Potential Account Match: FPI Management (HQ)"
0033j000041AH6uAAG,Review,"Potential Account Match: FPI Management (HQ)"
0033j00003gU0avAAC,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gU0O5AAK,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gTza5AAC,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gTuEFAA0,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gTqbYAAS,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gUPbvAAG,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gTpZaAAK,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gUKdXAAW,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gTxz4AAC,Review,"Potential Account Match: Sentinel Real Estate Corporation (HQ)"
0033j00003gUEX0AAO,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTrBJAA0,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUK9tAAG,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTyz0AAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTtYmAAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTsXNAA0,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUJIFAA4,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTqtzAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUKFLAA4,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTsEkAAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUBQxAAO,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUBVzAAO,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTpYZAA0,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTrjuAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTpUiAAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTrclAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTqIlAAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTw8yAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTzFWAA0,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUJNXAA4,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTx9qAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gU0OkAAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gU0b5AAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTnryAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUK2eAAG,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTn6gAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUPISAA4,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTvsjAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTzVwAAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUOtRAAW,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTtezAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUPHTAA4,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTr9vAAC,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTr5WAAS,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTzDtAAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTw3DAAS,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTu6XAAS,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUE97AAG,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTsBQAA0,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTwA6AAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gUPhSAAW,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTzR8AAK,Review,"Potential Account Match: Bozzuto Management (HQ)"
0033j00003gTn7cAAC,Review,"Potential Account Match: Peak Campus Cos"
0032A00002b6hEFQAY,Review,"Potential Account Match: Peak Campus Cos"
0033j00003gTp1iAAC,Review,"Potential Account Match: Peak Campus Cos"
0033j00003gUPADAA4,Review,"Potential Account Match: Peak Campus Cos"
0033j00003gTpNbAAK,Review,"Potential Account Match: Peak Campus Cos"
0032A00002vYBL7QAO,Review,"Potential Account Match: Peak Campus Cos"
0033j00003gTyUbAAK,Review,"Potential Account Match: Asset Living (Atlanta North)"
0033j00003gTtU9AAK,Review,"Potential Account Match: Asset Living (Atlanta North)"
0033j00003gTy8sAAC,Review,"Potential Account Match: Asset Living (Atlanta North)"
0033j00003gTyOlAAK,Review,"Potential Account Match: Asset Living (Atlanta North)"
0033j00003gUPyGAAW,Review,"Potential Account Match: Asset Living (Atlanta North)"
0033j00003gTsS2AAK,Review,"Potential Account Match: Asset Living (Atlanta North)"
0033j00003gTnaqAAC,Review,"Potential Account Match: Asset Living (Atlanta North)"
0033j00003gUEKQAA4,Review,"Potential Account Match: Ambling Management Companies (HQ)"
0033j00003gUJH2AAO,Review,"Potential Account Match: Ambling Management Companies (HQ)"
0033j00003gUBdIAAW,Review,"Potential Account Match: Ambling Management Companies (HQ)"
0033j00003gToXbAAK,Review,"Potential Account Match: Ambling Management Companies (HQ)"
0033j00003gU0hhAAC,Review,"Potential Account Match: Ambling Management Companies (HQ)"
0033j00003gTvJSAA0,Review,"Potential Account Match: Hanover Company (HQ)"
0033j00003gTzqrAAC,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTrbsAAC,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTntdAAC,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTxb6AAC,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTtd5AAC,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTtMBAA0,Review,"Potential Account Match: Asset Living (HQ)"
0033j00002OELgxAAH,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTrvGAAS,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTyzBAAS,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTv6aAAC,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gUPUGAA4,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gUEJCAA4,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gUEbuAAG,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTs6EAAS,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003vy6xXAAQ,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gUJwcAAG,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTxQzAAK,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gUBDJAA4,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTvhWAAS,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTpNiAAK,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003gTvl6AAC,Review,"Potential Account Match: Asset Living (HQ)"
0033j00003Dsx8vAAB,Review,"Potential Account Match: Vesta Corporation (HQ)"
0033j000041AGqrAAG,Review,"Potential Account Match: Brookside Properties, Inc. (HQ)"
0033j00003gTo5EAAS,Review,"Potential Account Match: Brookside Properties, Inc. (HQ)"
0033j00003gTu6lAAC,Review,"Potential Account Match: Brookside Properties, Inc. (HQ)"
0033j00003gU0ZZAA0,Review,"Potential Account Match: Brookside Properties, Inc. (HQ)"
0033j00003gTtC9AAK,Review,"Potential Account Match: Brookside Properties, Inc. (HQ)"
0033j00003gTs58AAC,Review,"Potential Account Match: Brookside Properties, Inc. (HQ)"
0033j00003gTqoBAAS,Review,"Potential Account Match: Brookside Properties, Inc. (HQ)"
0033j000041AEn0AAG,Review,"Potential Account Match: Integra Affordable Management (HQ)"
0033j00003gU04BAAS,Review,"Potential Account Match: Jones Street Residential, Inc. (HQ)"
0033j00003gTwajAAC,Review,"Potential Account Match: ZRS Management"
0033j00003gUOzHAAW,Review,"Potential Account Match: ZRS Management"
0033j00003gTzQrAAK,Review,"Potential Account Match: ZRS Management"
0033j00003gUBdMAAW,Review,"Potential Account Match: ZRS Management"
0033j00003gUPt5AAG,Review,"Potential Account Match: ZRS Management"
0033j00003gTqUfAAK,Review,"Potential Account Match: ZRS Management"
0033j00003FeicGAAR,Review,"Potential Account Match: ZRS Management"
0033j00003gTqWWAA0,Review,"Potential Account Match: ZRS Management"
0033j00003gTzaaAAC,Review,"Potential Account Match: ZRS Management"
0033j00003gUKYmAAO,Review,"Potential Account Match: ZRS Management"
0033j000041AHL1AAO,Review,"Potential Account Match: Solomon Organization, LLC (HQ)"
0033j000041AHLBAA4,Review,"Potential Account Match: Solomon Organization, LLC (HQ)"
0033j000041AHKrAAO,Review,"Potential Account Match: Solomon Organization, LLC (HQ)"
0033j000041AHKwAAO,Review,"Potential Account Match: Solomon Organization, LLC (HQ)"
0033j000041AHDNAA4,Review,"Potential Account Match: Solomon Organization, LLC (HQ)"
0033j000041AHKhAAO,Review,"Potential Account Match: Solomon Organization, LLC (HQ)"
0033j00003gTtMsAAK,Review,"Potential Account Match: Atlantic Realty Group (HQ)"
0033j00003gTrd8AAC,Review,"Potential Account Match: Atlantic Realty Group (HQ)"
0033j00003gTsz4AAC,Review,"Potential Account Match: Atlantic Realty Group (HQ)"
0033j00003gUOyvAAG,Review,"Potential Account Match: Atlantic Realty Group (HQ)"
0033j00003gTzZtAAK,Review,"Potential Account Match: Cornerstone Corporation (HQ)"
0033j00003gTwymAAC,Review,"Potential Account Match: Cornerstone Corporation (HQ)"
0033j000041AHeSAAW,Review,"Potential Account Match: Village Green Property Management"
0033j00003gTxxvAAC,Review,"Potential Account Match: Village Green Property Management"
0033j000041AHduAAG,Review,"Potential Account Match: Village Green Property Management"
0033j000041AHeXAAW,Review,"Potential Account Match: Village Green Property Management"
0033j000041AHgiAAG,Review,"Potential Account Match: Village Green Property Management"
0033j00003OOBxyAAH,Review,"Potential Account Match: Village Green Property Management"
0033j000041AHfBAAW,Review,"Potential Account Match: Village Green Property Management"
0033j000041AHZdAAO,Review,"Potential Account Match: Village Green Property Management"
0033j00003gTxx4AAC,Review,"Potential Account Match: TI Communities"
0033j00003gTyQuAAK,Review,"Potential Account Match: TI Communities"
0033j00003gUB7uAAG,Review,"Potential Account Match: TI Communities"
0033j000041AEUIAA4,Review,"Potential Account Match: CarDon & Associates (HQ)"
0033j000041AEUSAA4,Review,"Potential Account Match: CarDon & Associates (HQ)"
0033j000041AEQMAA4,Review,"Potential Account Match: CarDon & Associates (HQ)"
0033j000041AETGAA4,Review,"Potential Account Match: Monarch Management & Realty (HQ)"
0033j00003gTxJ0AAK,Review,"Potential Account Match: Charter Property Group (HQ)"
0033j00003gUQ8xAAG,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gUQHWAA4,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gUBKEAA4,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gTncGAAS,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gToHLAA0,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gUOrHAAW,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gTvmpAAC,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gTyruAAC,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gTt6mAAC,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gTx7mAAC,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gUOZ6AAO,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gTqtAAAS,Review,"Potential Account Match: Oakwood Management Company (HQ)"
0033j00003gTtp8AAC,Review,"Potential Account Match: Wood Partners (HQ)"
0032A00002a2cmzQAA,Review,"Potential Account Match: Westdale Asset Management (HQ)"
0033j00003gTzboAAC,Review,"Potential Account Match: Westdale Asset Management (HQ)"
0033j00003gTxmlAAC,Review,"Potential Account Match: Westdale Asset Management (HQ)"
0033j00003gUIuTAAW,Review,"Potential Account Match: Westdale Asset Management (HQ)"
0033j00003gTzfvAAC,Review,"Potential Account Match: Westdale Asset Management (HQ)"
0033j00003gTuwHAAS,Review,"Potential Account Match: Westdale Asset Management (HQ)"
0033j00003gUJ4fAAG,Review,"Potential Account Match: Continental Properties (HQ)"
0033j000041AHGGAA4,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AHJAAA4,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AH6GAAW,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AHJ5AAO,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AH7JAAW,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AGpQAAW,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AH6aAAG,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AH5JAAW,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AH1IAAW,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AHBVAA4,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AHC4AAO,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AHDlAAO,Review,"Potential Account Match: Trinity Property Consultants"
0033j000041AEZIAA4,Review,"Potential Account Match: Campus Edge (HQ)"
0032A00002b6hEKQAY,Review,"Potential Account Match: PMC Property Group, Inc (HQ)"
0033j00003gTxX2AAK,Review,"Potential Account Match: Figure Eight Properties - Regional - HOU"
0033j00003gUPcLAAW,Review,"Potential Account Match: CMC Properties (HQ)"
0033j000041A9fLAAS,Review,"Potential Account Match: How Properties, LLC (HQ)"
0033j000041AEQqAAO,Review,"Potential Account Match: LaCasa, Inc (HQ)"
0033j00003YKF3BAAX,Review,"Potential Account Match: Cyrus Property Management (HQ)"
0032A00002azpUeQAI,Review,"Potential Account Match: Carydale Enterprises (HQ)"
0033j000041AICWAA4,Review,"Potential Account Match: Envolve Communities, LLC (HQ)"
0033j00003gUKEKAA4,Review,"Potential Account Match: Envolve Communities, LLC (HQ)"
0033j00003gToWjAAK,Review,"Potential Account Match: Envolve Communities, LLC (HQ)"
0033j00003gTyssAAC,Review,"Potential Account Match: Envolve Communities, LLC (HQ)"
0033j00003gTy9sAAC,Review,"Potential Account Match: Envolve Communities, LLC (HQ)"
0033j00003gTzwRAAS,Review,"Potential Account Match: Envolve Communities, LLC (HQ)"
0033j000041AICvAAO,Review,"Potential Account Match: Envolve Communities, LLC (HQ)"
0033j000041AESvAAO,Review,"Potential Account Match: Ardizzone Group (HQ)"
0033j000041AET5AAO,Review,"Potential Account Match: Ardizzone Group (HQ)"
0033j00003OOPtDAAX,Review,"Potential Account Match: Bernstein Management Corporation"
0033j000041AHdeAAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHdtAAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHe8AAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHeNAAW,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHehAAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHewAAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHf1AAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHfaAAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHfVAAW,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHexAAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j000041AHffAAG,Review,"Potential Account Match: Edward Rose & Sons (HQ)"
0033j00003gTt1VAAS,Review,"Potential Account Match: Ackermann Group (HQ)"
0033j00003gUPA8AAO,Review,"Potential Account Match: Ackermann Group (HQ)"
0033j00003gTohyAAC,Review,"Potential Account Match: LEDIC Realty Company"
0033j00003gTtfXAAS,Review,"Potential Account Match: LEDIC Realty Company"
0033j00003gToTIAA0,Review,"Potential Account Match: LEDIC Realty Company"
0033j00003gTqKxAAK,Review,"Potential Account Match: LEDIC Realty Company"
0033j00003OQhDUAA1,Review,"Potential Account Match: Laramar Group LLC (HQ)"
0033j00003gTrWRAA0,Review,"Potential Account Match: Bridge Property Management (Salt Lake City)"
0033j00003gTzVLAA0,Review,"Potential Account Match: Bridge Property Management (Salt Lake City)"
0033j00003gTkV9AAK,Review,"Potential Account Match: Indio Management (HQ)"
0033j00003gTxysAAC,Review,"Potential Account Match: SHP Management (HQ)"
0033j00003gTqUOAA0,Review,"Potential Account Match: Towne Properties (HQ)"
0033j00003gTrKoAAK,Review,"Potential Account Match: Towne Properties (HQ)"
0033j00003gTow7AAC,Review,"Potential Account Match: Towne Properties (HQ)"
0033j00003gTsdoAAC,Review,"Potential Account Match: Towne Properties (HQ)"
0033j00003gUPwhAAG,Review,"Potential Account Match: Towne Properties (HQ)"
0033j00003gTtqSAAS,Review,"Potential Account Match: Towne Properties (HQ)"
0033j00003gTuPbAAK,Review,"Potential Account Match: Brookfield Properties Multifamily (Cleveland)"
0033j00003gTpYvAAK,Review,"Potential Account Match: Brookfield Properties Multifamily (Cleveland)"
0033j00003gTwg1AAC,Review,"Potential Account Match: JNB Platinum (HQ)"
0033j00003gUPUlAAO,Review,"Potential Account Match: Jamco Properties"
0033j00003gUPUaAAO,Review,"Potential Account Match: Jamco Properties"
0033j00003gUB7NAAW,Review,"Potential Account Match: Jamco Properties"
0033j00003gU0fIAAS,Review,"Potential Account Match: Jamco Properties"
0033j00003gTzUCAA0,Review,"Potential Account Match: Jamco Properties"
0033j00003gTxFoAAK,Review,"Potential Account Match: Jamco Properties"
0033j00003gTnV5AAK,Review,"Potential Account Match: Jamco Properties"
0033j00003gTwP7AAK,Review,"Potential Account Match: Jamco Properties"
